Label	Power	Voltage	Voltage(2)	Temp	Temp(2)	Voltage(3)
Units	V	µmol/m2s	ppm	deg C	deg C	ppt
15.01.2018 05:34:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:34:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:34:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:34:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:34:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:34:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:34:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:34:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:34:50	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:34:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:35:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:35:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:35:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:35:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:35:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:35:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:35:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:35:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:35:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:35:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:35:50	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:35:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:36:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:36:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:36:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:36:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:36:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:36:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:36:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:36:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:36:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:36:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:36:50	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:36:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:37:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:37:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:37:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:37:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:37:20	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:37:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:37:30	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:37:35	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:37:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:37:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:37:50	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:37:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:38:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:38:05	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:38:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:38:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:38:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:38:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:38:30	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:38:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:38:40	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:38:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:38:50	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:38:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:39:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:39:05	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:39:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:39:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:39:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:39:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:39:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:39:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:39:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:39:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:39:50	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:39:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:40:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:40:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:40:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:40:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:40:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:40:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:40:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:40:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:40:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:40:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:40:50	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:40:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:41:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:41:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:41:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:41:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:41:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:41:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:41:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:41:35	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:41:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:41:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:41:50	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:41:55	8,8	-3	-9,1	#NAN	-7,0	-0,2
